"Year","predicted","conf.low","conf.high","Race","Sexual_Orientation","Gender","strata","strata2","state","Geographic","outcome"
"2019",24.73,20.86,29.05,"Black","Homosexual","Male","Black-Male","Homosexual-Male","All 46 States","States","Been Bullied"
"2019",23.24,19.67,27.23,"Black","Othersexual","Male","Black-Male","Othersexual-Male","All 46 States","States","Been Bullied"
"2019",14.34,13.57,15.15,"Black","Heterosexual","Female","Black-Female","Heterosexual-Female","All 46 States","States","Been Bullied"
"2019",22.96,20.93,25.12,"Black","Bisexual","Female","Black-Female","Bisexual-Female","All 46 States","States","Been Bullied"
"2019",18.57,15.6,21.96,"Black","Homosexual","Female","Black-Female","Homosexual-Female","All 46 States","States","Been Bullied"
"2019",21.35,18.41,24.61,"Black","Othersexual","Female","Black-Female","Othersexual-Female","All 46 States","States","Been Bullied"
"2019",12.94,12.37,13.54,"Hispanic","Heterosexual","Male","Hispanic-Male","Heterosexual-Male","All 46 States","States","Been Bullied"
"2019",31.09,27.8,34.6,"Hispanic","Bisexual","Male","Hispanic-Male","Bisexual-Male","All 46 States","States","Been Bullied"
"2019",31.35,27.69,35.25,"Hispanic","Homosexual","Male","Hispanic-Male","Homosexual-Male","All 46 States","States","Been Bullied"
"2019",27.15,24.06,30.48,"Hispanic","Othersexual","Male","Hispanic-Male","Othersexual-Male","All 46 States","States","Been Bullied"
"2019",17.48,16.81,18.18,"Hispanic","Heterosexual","Female","Hispanic-Female","Heterosexual-Female","All 46 States","States","Been Bullied"
"2019",27.59,25.85,29.39,"Hispanic","Bisexual","Female","Hispanic-Female","Bisexual-Female","All 46 States","States","Been Bullied"
"2019",29.17,25.78,32.81,"Hispanic","Homosexual","Female","Hispanic-Female","Homosexual-Female","All 46 States","States","Been Bullied"
"2019",26.87,24.31,29.6,"Hispanic","Othersexual","Female","Hispanic-Female","Othersexual-Female","All 46 States","States","Been Bullied"
"2019",15.86,14.67,17.13,"MultiRace","Heterosexual","Male","MultiRace-Male","Heterosexual-Male","All 46 States","States","Been Bullied"
"2019",35.27,30.2,40.69,"MultiRace","Bisexual","Male","MultiRace-Male","Bisexual-Male","All 46 States","States","Been Bullied"
"2019",36.63,30.55,43.17,"MultiRace","Homosexual","Male","MultiRace-Male","Homosexual-Male","All 46 States","States","Been Bullied"
"2019",27.85,22.97,33.32,"MultiRace","Othersexual","Male","MultiRace-Male","Othersexual-Male","All 46 States","States","Been Bullied"
"2019",22.25,20.85,23.71,"MultiRace","Heterosexual","Female","MultiRace-Female","Heterosexual-Female","All 46 States","States","Been Bullied"
"2019",32.82,29.88,35.89,"MultiRace","Bisexual","Female","MultiRace-Female","Bisexual-Female","All 46 States","States","Been Bullied"
"2019",32.79,27.83,38.16,"MultiRace","Homosexual","Female","MultiRace-Female","Homosexual-Female","All 46 States","States","Been Bullied"
"2019",29.68,25.41,34.34,"MultiRace","Othersexual","Female","MultiRace-Female","Othersexual-Female","All 46 States","States","Been Bullied"
"2019",16.17,14.74,17.7,"OtherRace","Heterosexual","Male","OtherRace-Male","Heterosexual-Male","All 46 States","States","Been Bullied"
"2019",31.82,25.96,38.32,"OtherRace","Bisexual","Male","OtherRace-Male","Bisexual-Male","All 46 States","States","Been Bullied"
"2019",34.61,28.65,41.09,"OtherRace","Homosexual","Male","OtherRace-Male","Homosexual-Male","All 46 States","States","Been Bullied"
"2019",28.46,23.72,33.73,"OtherRace","Othersexual","Male","OtherRace-Male","Othersexual-Male","All 46 States","States","Been Bullied"
"2019",20.49,18.75,22.35,"OtherRace","Heterosexual","Female","OtherRace-Female","Heterosexual-Female","All 46 States","States","Been Bullied"
"2019",30.42,26.34,34.83,"OtherRace","Bisexual","Female","OtherRace-Female","Bisexual-Female","All 46 States","States","Been Bullied"
"2019",33.04,26.81,39.93,"OtherRace","Homosexual","Female","OtherRace-Female","Homosexual-Female","All 46 States","States","Been Bullied"
"2019",28.15,23.34,33.52,"OtherRace","Othersexual","Female","OtherRace-Female","Othersexual-Female","All 46 States","States","Been Bullied"
"2021",12.18,11.77,12.6,"White","Heterosexual","Male","White-Male","Heterosexual-Male","All 46 States","States","Been Bullied"
"2021",26.35,24.25,28.57,"White","Bisexual","Male","White-Male","Bisexual-Male","All 46 States","States","Been Bullied"
"2021",33.05,29.86,36.41,"White","Homosexual","Male","White-Male","Homosexual-Male","All 46 States","States","Been Bullied"
"2021",17.42,16.47,18.41,"White","Othersexual","Male","White-Male","Othersexual-Male","All 46 States","States","Been Bullied"
"2021",18.08,17.53,18.65,"White","Heterosexual","Female","White-Female","Heterosexual-Female","All 46 States","States","Been Bullied"
"2021",29.96,28.71,31.24,"White","Bisexual","Female","White-Female","Bisexual-Female","All 46 States","States","Been Bullied"
"2021",27.98,25.67,30.42,"White","Homosexual","Female","White-Female","Homosexual-Female","All 46 States","States","Been Bullied"
"2021",23.52,22.59,24.47,"White","Othersexual","Female","White-Female","Othersexual-Female","All 46 States","States","Been Bullied"
"2021",9.84,8.63,11.2,"Asian","Heterosexual","Male","Asian-Male","Heterosexual-Male","All 46 States","States","Been Bullied"
"2021",16.95,13.03,21.74,"Asian","Bisexual","Male","Asian-Male","Bisexual-Male","All 46 States","States","Been Bullied"
"2021",19.12,14.72,24.45,"Asian","Homosexual","Male","Asian-Male","Homosexual-Male","All 46 States","States","Been Bullied"
"2021",17.53,14.54,20.99,"Asian","Othersexual","Male","Asian-Male","Othersexual-Male","All 46 States","States","Been Bullied"
"2021",9.76,8.43,11.28,"Asian","Heterosexual","Female","Asian-Female","Heterosexual-Female","All 46 States","States","Been Bullied"
"2021",15.37,12.57,18.65,"Asian","Bisexual","Female","Asian-Female","Bisexual-Female","All 46 States","States","Been Bullied"
"2021",17.78,13.7,22.76,"Asian","Homosexual","Female","Asian-Female","Homosexual-Female","All 46 States","States","Been Bullied"
"2021",13.03,10.88,15.54,"Asian","Othersexual","Female","Asian-Female","Othersexual-Female","All 46 States","States","Been Bullied"
"2021",7.76,7.18,8.39,"Black","Heterosexual","Male","Black-Male","Heterosexual-Male","All 46 States","States","Been Bullied"
"2021",14.82,12.08,18.05,"Black","Bisexual","Male","Black-Male","Bisexual-Male","All 46 States","States","Been Bullied"
"2021",18.78,15.44,22.65,"Black","Homosexual","Male","Black-Male","Homosexual-Male","All 46 States","States","Been Bullied"
"2021",12.38,10.92,13.99,"Black","Othersexual","Male","Black-Male","Othersexual-Male","All 46 States","States","Been Bullied"
"2021",9.8,9.03,10.62,"Black","Heterosexual","Female","Black-Female","Heterosexual-Female","All 46 States","States","Been Bullied"
"2021",14.3,12.75,15.99,"Black","Bisexual","Female","Black-Female","Bisexual-Female","All 46 States","States","Been Bullied"
"2021",16.91,14.22,19.98,"Black","Homosexual","Female","Black-Female","Homosexual-Female","All 46 States","States","Been Bullied"
"2021",14.84,13.45,16.35,"Black","Othersexual","Female","Black-Female","Othersexual-Female","All 46 States","States","Been Bullied"
"2021",7.37,6.53,8.3,"Hispanic","Heterosexual","Male","Hispanic-Male","Heterosexual-Male","All 46 States","States","Been Bullied"
"2021",20.2,16.08,25.06,"Hispanic","Bisexual","Male","Hispanic-Male","Bisexual-Male","All 46 States","States","Been Bullied"
"2021",18.98,14.83,23.96,"Hispanic","Homosexual","Male","Hispanic-Male","Homosexual-Male","All 46 States","States","Been Bullied"
"2021",12.44,10.38,14.84,"Hispanic","Othersexual","Male","Hispanic-Male","Othersexual-Male","All 46 States","States","Been Bullied"
"2021",9.37,8.3,10.57,"Hispanic","Heterosexual","Female","Hispanic-Female","Heterosexual-Female","All 46 States","States","Been Bullied"
"2021",19.01,16.32,22.03,"Hispanic","Bisexual","Female","Hispanic-Female","Bisexual-Female","All 46 States","States","Been Bullied"
"2021",18.51,14.47,23.36,"Hispanic","Homosexual","Female","Hispanic-Female","Homosexual-Female","All 46 States","States","Been Bullied"
"2021",13.84,11.93,16,"Hispanic","Othersexual","Female","Hispanic-Female","Othersexual-Female","All 46 States","States","Been Bullied"
"2021",9.38,8.68,10.12,"MultiRace","Heterosexual","Male","MultiRace-Male","Heterosexual-Male","All 46 States","States","Been Bullied"
"2021",24.82,21.33,28.68,"MultiRace","Bisexual","Male","MultiRace-Male","Bisexual-Male","All 46 States","States","Been Bullied"
"2021",25.73,21.59,30.36,"MultiRace","Homosexual","Male","MultiRace-Male","Homosexual-Male","All 46 States","States","Been Bullied"
"2021",17.48,15.69,19.42,"MultiRace","Othersexual","Male","MultiRace-Male","Othersexual-Male","All 46 States","States","Been Bullied"
"2021",14.98,13.99,16.03,"MultiRace","Heterosexual","Female","MultiRace-Female","Heterosexual-Female","All 46 States","States","Been Bullied"
"2021",22.54,20.56,24.66,"MultiRace","Bisexual","Female","MultiRace-Female","Bisexual-Female","All 46 States","States","Been Bullied"
"2021",23.76,20.22,27.71,"MultiRace","Homosexual","Female","MultiRace-Female","Homosexual-Female","All 46 States","States","Been Bullied"
"2021",20.52,18.84,22.29,"MultiRace","Othersexual","Female","MultiRace-Female","Othersexual-Female","All 46 States","States","Been Bullied"
"2021",12.99,11.27,14.94,"OtherRace","Heterosexual","Male","OtherRace-Male","Heterosexual-Male","All 46 States","States","Been Bullied"
"2021",24.18,19,30.25,"OtherRace","Bisexual","Male","OtherRace-Male","Bisexual-Male","All 46 States","States","Been Bullied"
"2021",26.24,20.56,32.85,"OtherRace","Homosexual","Male","OtherRace-Male","Homosexual-Male","All 46 States","States","Been Bullied"
"2021",16.19,13.6,19.15,"OtherRace","Othersexual","Male","OtherRace-Male","Othersexual-Male","All 46 States","States","Been Bullied"
"2021",14.99,12.66,17.66,"OtherRace","Heterosexual","Female","OtherRace-Female","Heterosexual-Female","All 46 States","States","Been Bullied"
"2021",26.55,22.24,31.35,"OtherRace","Bisexual","Female","OtherRace-Female","Bisexual-Female","All 46 States","States","Been Bullied"
"2021",26.24,20.63,32.75,"OtherRace","Homosexual","Female","OtherRace-Female","Homosexual-Female","All 46 States","States","Been Bullied"
"2021",20.62,17.57,24.05,"OtherRace","Othersexual","Female","OtherRace-Female","Othersexual-Female","All 46 States","States","Been Bullied"
"2023",15.82,15.31,16.35,"White","Heterosexual","Male","White-Male","Heterosexual-Male","All 46 States","States","Been Bullied"
"2023",33.67,31.11,36.32,"White","Bisexual","Male","White-Male","Bisexual-Male","All 46 States","States","Been Bullied"
"2023",37,33.49,40.66,"White","Homosexual","Male","White-Male","Homosexual-Male","All 46 States","States","Been Bullied"
"2023",27.51,25.41,29.71,"White","Othersexual","Male","White-Male","Othersexual-Male","All 46 States","States","Been Bullied"
"2023",22.09,21.4,22.78,"White","Heterosexual","Female","White-Female","Heterosexual-Female","All 46 States","States","Been Bullied"
"2023",35.18,33.73,36.65,"White","Bisexual","Female","White-Female","Bisexual-Female","All 46 States","States","Been Bullied"
"2023",37.28,34.46,40.18,"White","Homosexual","Female","White-Female","Homosexual-Female","All 46 States","States","Been Bullied"
"2023",33.22,31.57,34.92,"White","Othersexual","Female","White-Female","Othersexual-Female","All 46 States","States","Been Bullied"
"2023",11.21,9.98,12.58,"Asian","Heterosexual","Male","Asian-Male","Heterosexual-Male","All 46 States","States","Been Bullied"
"2023",22.03,17.46,27.41,"Asian","Bisexual","Male","Asian-Male","Bisexual-Male","All 46 States","States","Been Bullied"
"2023",24.51,19.49,30.34,"Asian","Homosexual","Male","Asian-Male","Homosexual-Male","All 46 States","States","Been Bullied"
"2023",17.9,14.58,21.78,"Asian","Othersexual","Male","Asian-Male","Othersexual-Male","All 46 States","States","Been Bullied"
"2023",10.14,8.84,11.61,"Asian","Heterosexual","Female","Asian-Female","Heterosexual-Female","All 46 States","States","Been Bullied"
"2023",18.22,15.2,21.69,"Asian","Bisexual","Female","Asian-Female","Bisexual-Female","All 46 States","States","Been Bullied"
"2023",21.63,16.96,27.16,"Asian","Homosexual","Female","Asian-Female","Homosexual-Female","All 46 States","States","Been Bullied"
"2023",17.25,14.41,20.51,"Asian","Othersexual","Female","Asian-Female","Othersexual-Female","All 46 States","States","Been Bullied"
"2023",8.88,8.18,9.64,"Black","Heterosexual","Male","Black-Male","Heterosexual-Male","All 46 States","States","Been Bullied"
"2023",24.12,20.02,28.75,"Black","Bisexual","Male","Black-Male","Bisexual-Male","All 46 States","States","Been Bullied"
"2023",23.1,18.87,27.94,"Black","Homosexual","Male","Black-Male","Homosexual-Male","All 46 States","States","Been Bullied"
"2023",17.82,15.07,20.96,"Black","Othersexual","Male","Black-Male","Othersexual-Male","All 46 States","States","Been Bullied"
"2023",12.08,11.11,13.12,"Black","Heterosexual","Female","Black-Female","Heterosexual-Female","All 46 States","States","Been Bullied"
"2023",19.47,17.52,21.58,"Black","Bisexual","Female","Black-Female","Bisexual-Female","All 46 States","States","Been Bullied"
"2023",18.37,15.47,21.66,"Black","Homosexual","Female","Black-Female","Homosexual-Female","All 46 States","States","Been Bullied"
"2023",18.82,16.74,21.08,"Black","Othersexual","Female","Black-Female","Othersexual-Female","All 46 States","States","Been Bullied"
"2023",11.09,10.43,11.79,"Hispanic","Heterosexual","Male","Hispanic-Male","Heterosexual-Male","All 46 States","States","Been Bullied"
"2023",28.68,24.95,32.73,"Hispanic","Bisexual","Male","Hispanic-Male","Bisexual-Male","All 46 States","States","Been Bullied"
"2023",34.12,29.75,38.77,"Hispanic","Homosexual","Male","Hispanic-Male","Homosexual-Male","All 46 States","States","Been Bullied"
"2023",21.74,19.38,24.3,"Hispanic","Othersexual","Male","Hispanic-Male","Othersexual-Male","All 46 States","States","Been Bullied"
"2023",15.36,14.48,16.29,"Hispanic","Heterosexual","Female","Hispanic-Female","Heterosexual-Female","All 46 States","States","Been Bullied"
"2023",25.6,23.67,27.64,"Hispanic","Bisexual","Female","Hispanic-Female","Bisexual-Female","All 46 States","States","Been Bullied"
"2023",27.64,24.03,31.57,"Hispanic","Homosexual","Female","Hispanic-Female","Homosexual-Female","All 46 States","States","Been Bullied"
"2023",21.29,19.41,23.31,"Hispanic","Othersexual","Female","Hispanic-Female","Othersexual-Female","All 46 States","States","Been Bullied"
"2023",15.58,14.26,17.01,"MultiRace","Heterosexual","Male","MultiRace-Male","Heterosexual-Male","All 46 States","States","Been Bullied"
"2023",30.4,25.59,35.69,"MultiRace","Bisexual","Male","MultiRace-Male","Bisexual-Male","All 46 States","States","Been Bullied"
"2023",33.04,27.39,39.23,"MultiRace","Homosexual","Male","MultiRace-Male","Homosexual-Male","All 46 States","States","Been Bullied"
"2023",28.39,24.17,33.03,"MultiRace","Othersexual","Male","MultiRace-Male","Othersexual-Male","All 46 States","States","Been Bullied"
"2023",20.08,18.33,21.96,"MultiRace","Heterosexual","Female","MultiRace-Female","Heterosexual-Female","All 46 States","States","Been Bullied"
"2023",32.76,29.76,35.91,"MultiRace","Bisexual","Female","MultiRace-Female","Bisexual-Female","All 46 States","States","Been Bullied"
"2023",33.32,28.23,38.84,"MultiRace","Homosexual","Female","MultiRace-Female","Homosexual-Female","All 46 States","States","Been Bullied"
"2023",30.37,27.13,33.81,"MultiRace","Othersexual","Female","MultiRace-Female","Othersexual-Female","All 46 States","States","Been Bullied"
"2023",13.13,11.63,14.79,"OtherRace","Heterosexual","Male","OtherRace-Male","Heterosexual-Male","All 46 States","States","Been Bullied"
"2023",31.57,25.73,38.06,"OtherRace","Bisexual","Male","OtherRace-Male","Bisexual-Male","All 46 States","States","Been Bullied"
"2023",30.75,24.82,37.4,"OtherRace","Homosexual","Male","OtherRace-Male","Homosexual-Male","All 46 States","States","Been Bullied"
"2023",19.7,16.04,23.97,"OtherRace","Othersexual","Male","OtherRace-Male","Othersexual-Male","All 46 States","States","Been Bullied"
"2023",16.55,14.65,18.64,"OtherRace","Heterosexual","Female","OtherRace-Female","Heterosexual-Female","All 46 States","States","Been Bullied"
"2023",28.65,24.53,33.16,"OtherRace","Bisexual","Female","OtherRace-Female","Bisexual-Female","All 46 States","States","Been Bullied"
"2023",29.55,23.73,36.11,"OtherRace","Homosexual","Female","OtherRace-Female","Homosexual-Female","All 46 States","States","Been Bullied"
"2023",26.26,22.06,30.95,"OtherRace","Othersexual","Female","OtherRace-Female","Othersexual-Female","All 46 States","States","Been Bullied"
"2011",10.84,10.26,11.45,"White","Heterosexual","Male","White-Male","Heterosexual-Male","All 46 States","States","Been Cyber-Bullied"
"2011",29.11,24.12,34.66,"White","Bisexual","Male","White-Male","Bisexual-Male","All 46 States","States","Been Cyber-Bullied"
"2011",35.22,29.52,41.38,"White","Homosexual","Male","White-Male","Homosexual-Male","All 46 States","States","Been Cyber-Bullied"
"2011",20.52,16.64,25.03,"White","Othersexual","Male","White-Male","Othersexual-Male","All 46 States","States","Been Cyber-Bullied"
"2011",21.67,20.88,22.47,"White","Heterosexual","Female","White-Female","Heterosexual-Female","All 46 States","States","Been Cyber-Bullied"
"2011",37.41,34.06,40.87,"White","Bisexual","Female","White-Female","Bisexual-Female","All 46 States","States","Been Cyber-Bullied"
"2011",38.11,31.6,45.08,"White","Homosexual","Female","White-Female","Homosexual-Female","All 46 States","States","Been Cyber-Bullied"
"2011",27.61,23.41,32.25,"White","Othersexual","Female","White-Female","Othersexual-Female","All 46 States","States","Been Cyber-Bullied"
"2011",9.85,8.31,11.64,"Asian","Heterosexual","Male","Asian-Male","Heterosexual-Male","All 46 States","States","Been Cyber-Bullied"
"2011",20.75,15.04,27.93,"Asian","Bisexual","Male","Asian-Male","Bisexual-Male","All 46 States","States","Been Cyber-Bullied"
"2011",25.72,18.91,33.94,"Asian","Homosexual","Male","Asian-Male","Homosexual-Male","All 46 States","States","Been Cyber-Bullied"
"2011",18.84,13.9,25.02,"Asian","Othersexual","Male","Asian-Male","Othersexual-Male","All 46 States","States","Been Cyber-Bullied"
"2011",15.28,13.3,17.5,"Asian","Heterosexual","Female","Asian-Female","Heterosexual-Female","All 46 States","States","Been Cyber-Bullied"
"2011",28,21.43,35.67,"Asian","Bisexual","Female","Asian-Female","Bisexual-Female","All 46 States","States","Been Cyber-Bullied"
"2011",28.01,20.51,36.98,"Asian","Homosexual","Female","Asian-Female","Homosexual-Female","All 46 States","States","Been Cyber-Bullied"
"2011",21.08,15.78,27.59,"Asian","Othersexual","Female","Asian-Female","Othersexual-Female","All 46 States","States","Been Cyber-Bullied"
"2011",8.49,7.11,10.12,"Black","Heterosexual","Male","Black-Male","Heterosexual-Male","All 46 States","States","Been Cyber-Bullied"
"2011",20.47,14.92,27.41,"Black","Bisexual","Male","Black-Male","Bisexual-Male","All 46 States","States","Been Cyber-Bullied"
"2011",22.43,16.25,30.12,"Black","Homosexual","Male","Black-Male","Homosexual-Male","All 46 States","States","Been Cyber-Bullied"
"2011",18.19,13.19,24.55,"Black","Othersexual","Male","Black-Male","Othersexual-Male","All 46 States","States","Been Cyber-Bullied"
"2011",11.99,10.23,14.01,"Black","Heterosexual","Female","Black-Female","Heterosexual-Female","All 46 States","States","Been Cyber-Bullied"
"2011",19.76,14.91,25.72,"Black","Bisexual","Female","Black-Female","Bisexual-Female","All 46 States","States","Been Cyber-Bullied"
"2011",25.8,18.89,34.16,"Black","Homosexual","Female","Black-Female","Homosexual-Female","All 46 States","States","Been Cyber-Bullied"
"2011",18.59,13.61,24.87,"Black","Othersexual","Female","Black-Female","Othersexual-Female","All 46 States","States","Been Cyber-Bullied"
"2011",11.17,9.88,12.61,"Hispanic","Heterosexual","Male","Hispanic-Male","Heterosexual-Male","All 46 States","States","Been Cyber-Bullied"
"2011",26.82,20.62,34.08,"Hispanic","Bisexual","Male","Hispanic-Male","Bisexual-Male","All 46 States","States","Been Cyber-Bullied"
"2011",29.03,22.55,36.49,"Hispanic","Homosexual","Male","Hispanic-Male","Homosexual-Male","All 46 States","States","Been Cyber-Bullied"
"2011",26.84,20.96,33.68,"Hispanic","Othersexual","Male","Hispanic-Male","Othersexual-Male","All 46 States","States","Been Cyber-Bullied"
"2011",18.14,16.51,19.89,"Hispanic","Heterosexual","Female","Hispanic-Female","Heterosexual-Female","All 46 States","States","Been Cyber-Bullied"
"2011",30.98,26.09,36.33,"Hispanic","Bisexual","Female","Hispanic-Female","Bisexual-Female","All 46 States","States","Been Cyber-Bullied"
"2011",33.04,25.78,41.21,"Hispanic","Homosexual","Female","Hispanic-Female","Homosexual-Female","All 46 States","States","Been Cyber-Bullied"
"2011",28.7,22.79,35.44,"Hispanic","Othersexual","Female","Hispanic-Female","Othersexual-Female","All 46 States","States","Been Cyber-Bullied"
"2011",11.59,9.7,13.78,"MultiRace","Heterosexual","Male","MultiRace-Male","Heterosexual-Male","All 46 States","States","Been Cyber-Bullied"
"2011",28.06,21.03,36.36,"MultiRace","Bisexual","Male","MultiRace-Male","Bisexual-Male","All 46 States","States","Been Cyber-Bullied"
"2011",28.42,21.03,37.18,"MultiRace","Homosexual","Male","MultiRace-Male","Homosexual-Male","All 46 States","States","Been Cyber-Bullied"
"2011",21.28,15.51,28.46,"MultiRace","Othersexual","Male","MultiRace-Male","Othersexual-Male","All 46 States","States","Been Cyber-Bullied"
"2011",19.97,17.54,22.64,"MultiRace","Heterosexual","Female","MultiRace-Female","Heterosexual-Female","All 46 States","States","Been Cyber-Bullied"
"2011",32.97,26.51,40.14,"MultiRace","Bisexual","Female","MultiRace-Female","Bisexual-Female","All 46 States","States","Been Cyber-Bullied"
"2011",35.97,27.34,45.63,"MultiRace","Homosexual","Female","MultiRace-Female","Homosexual-Female","All 46 States","States","Been Cyber-Bullied"
"2011",26.85,20.02,34.99,"MultiRace","Othersexual","Female","MultiRace-Female","Othersexual-Female","All 46 States","States","Been Cyber-Bullied"
"2011",11,9.24,13.06,"OtherRace","Heterosexual","Male","OtherRace-Male","Heterosexual-Male","All 46 States","States","Been Cyber-Bullied"
"2011",28.11,21.09,36.39,"OtherRace","Bisexual","Male","OtherRace-Male","Bisexual-Male","All 46 States","States","Been Cyber-Bullied"
"2011",29.68,22.5,38.03,"OtherRace","Homosexual","Male","OtherRace-Male","Homosexual-Male","All 46 States","States","Been Cyber-Bullied"
"2011",25.14,18.89,32.63,"OtherRace","Othersexual","Male","OtherRace-Male","Othersexual-Male","All 46 States","States","Been Cyber-Bullied"
"2011",20.03,17.61,22.68,"OtherRace","Heterosexual","Female","OtherRace-Female","Heterosexual-Female","All 46 States","States","Been Cyber-Bullied"
"2011",31.21,24.63,38.66,"OtherRace","Bisexual","Female","OtherRace-Female","Bisexual-Female","All 46 States","States","Been Cyber-Bullied"
"2011",35.4,26.82,45.03,"OtherRace","Homosexual","Female","OtherRace-Female","Homosexual-Female","All 46 States","States","Been Cyber-Bullied"
"2011",26.98,20.3,34.9,"OtherRace","Othersexual","Female","OtherRace-Female","Othersexual-Female","All 46 States","States","Been Cyber-Bullied"
"2013",9.89,9.52,10.28,"White","Heterosexual","Male","White-Male","Heterosexual-Male","All 46 States","States","Been Cyber-Bullied"
"2013",26.54,23.28,30.09,"White","Bisexual","Male","White-Male","Bisexual-Male","All 46 States","States","Been Cyber-Bullied"
"2013",26.48,23.05,30.22,"White","Homosexual","Male","White-Male","Homosexual-Male","All 46 States","States","Been Cyber-Bullied"
"2013",24.33,21.42,27.5,"White","Othersexual","Male","White-Male","Othersexual-Male","All 46 States","States","Been Cyber-Bullied"
"2013",21.83,21.31,22.36,"White","Heterosexual","Female","White-Female","Heterosexual-Female","All 46 States","States","Been Cyber-Bullied"
"2013",41.3,39.08,43.56,"White","Bisexual","Female","White-Female","Bisexual-Female","All 46 States","States","Been Cyber-Bullied"
"2013",37.23,32.93,41.74,"White","Homosexual","Female","White-Female","Homosexual-Female","All 46 States","States","Been Cyber-Bullied"
"2013",26.29,23.38,29.43,"White","Othersexual","Female","White-Female","Othersexual-Female","All 46 States","States","Been Cyber-Bullied"
"2013",9.3,8.2,10.52,"Asian","Heterosexual","Male","Asian-Male","Heterosexual-Male","All 46 States","States","Been Cyber-Bullied"
"2013",23.58,17.76,30.59,"Asian","Bisexual","Male","Asian-Male","Bisexual-Male","All 46 States","States","Been Cyber-Bullied"
"2013",28.69,21.88,36.62,"Asian","Homosexual","Male","Asian-Male","Homosexual-Male","All 46 States","States","Been Cyber-Bullied"
"2013",19.52,14.89,25.16,"Asian","Othersexual","Male","Asian-Male","Othersexual-Male","All 46 States","States","Been Cyber-Bullied"
"2013",13.2,11.91,14.61,"Asian","Heterosexual","Female","Asian-Female","Heterosexual-Female","All 46 States","States","Been Cyber-Bullied"
"2013",26.67,21.04,33.17,"Asian","Bisexual","Female","Asian-Female","Bisexual-Female","All 46 States","States","Been Cyber-Bullied"
"2013",27.56,20.37,36.12,"Asian","Homosexual","Female","Asian-Female","Homosexual-Female","All 46 States","States","Been Cyber-Bullied"
"2013",22.16,17.35,27.85,"Asian","Othersexual","Female","Asian-Female","Othersexual-Female","All 46 States","States","Been Cyber-Bullied"
"2013",8.07,7.44,8.74,"Black","Heterosexual","Male","Black-Male","Heterosexual-Male","All 46 States","States","Been Cyber-Bullied"
"2013",23.27,18.79,28.44,"Black","Bisexual","Male","Black-Male","Bisexual-Male","All 46 States","States","Been Cyber-Bullied"
"2013",23.04,18.81,27.88,"Black","Homosexual","Male","Black-Male","Homosexual-Male","All 46 States","States","Been Cyber-Bullied"
"2013",16.96,13.34,21.33,"Black","Othersexual","Male","Black-Male","Othersexual-Male","All 46 States","States","Been Cyber-Bullied"
"2013",10.33,9.62,11.08,"Black","Heterosexual","Female","Black-Female","Heterosexual-Female","All 46 States","States","Been Cyber-Bullied"
"2013",19.54,17.14,22.2,"Black","Bisexual","Female","Black-Female","Bisexual-Female","All 46 States","States","Been Cyber-Bullied"
"2013",18.64,15.24,22.61,"Black","Homosexual","Female","Black-Female","Homosexual-Female","All 46 States","States","Been Cyber-Bullied"
"2013",18.39,15.03,22.3,"Black","Othersexual","Female","Black-Female","Othersexual-Female","All 46 States","States","Been Cyber-Bullied"
"2013",8.75,8.07,9.47,"Hispanic","Heterosexual","Male","Hispanic-Male","Heterosexual-Male","All 46 States","States","Been Cyber-Bullied"
"2013",29.71,24.97,34.93,"Hispanic","Bisexual","Male","Hispanic-Male","Bisexual-Male","All 46 States","States","Been Cyber-Bullied"
"2013",30.26,25.35,35.67,"Hispanic","Homosexual","Male","Hispanic-Male","Homosexual-Male","All 46 States","States","Been Cyber-Bullied"
"2013",30.85,26.53,35.54,"Hispanic","Othersexual","Male","Hispanic-Male","Othersexual-Male","All 46 States","States","Been Cyber-Bullied"
"2013",16.43,15.52,17.39,"Hispanic","Heterosexual","Female","Hispanic-Female","Heterosexual-Female","All 46 States","States","Been Cyber-Bullied"
"2013",29.9,26.92,33.06,"Hispanic","Bisexual","Female","Hispanic-Female","Bisexual-Female","All 46 States","States","Been Cyber-Bullied"
"2013",30.3,25.23,35.9,"Hispanic","Homosexual","Female","Hispanic-Female","Homosexual-Female","All 46 States","States","Been Cyber-Bullied"
"2013",27.83,23.96,32.07,"Hispanic","Othersexual","Female","Hispanic-Female","Othersexual-Female","All 46 States","States","Been Cyber-Bullied"
"2013",10.56,9.38,11.88,"MultiRace","Heterosexual","Male","MultiRace-Male","Heterosexual-Male","All 46 States","States","Been Cyber-Bullied"
"2013",28.27,22.5,34.86,"MultiRace","Bisexual","Male","MultiRace-Male","Bisexual-Male","All 46 States","States","Been Cyber-Bullied"
"2013",30.83,24.31,38.21,"MultiRace","Homosexual","Male","MultiRace-Male","Homosexual-Male","All 46 States","States","Been Cyber-Bullied"
"2013",23.76,18.29,30.25,"MultiRace","Othersexual","Male","MultiRace-Male","Othersexual-Male","All 46 States","States","Been Cyber-Bullied"
"2013",19.74,18.19,21.39,"MultiRace","Heterosexual","Female","MultiRace-Female","Heterosexual-Female","All 46 States","States","Been Cyber-Bullied"
"2013",31.12,26.86,35.74,"MultiRace","Bisexual","Female","MultiRace-Female","Bisexual-Female","All 46 States","States","Been Cyber-Bullied"
